filename,start_time,end_time,label
KC.TARG..HHZ_2024-01-24T16_18_30.224_2024-01-24T16_22_30.224.mseed,2024-01-24T16:20:28.920000,2024-01-24T16:20:35.070000,event
KC.TARG..HHZ_2024-01-24T16_18_30.224_2024-01-24T16_22_30.224.mseed,2024-01-24T16:20:41.030000,2024-01-24T16:20:48.270000,event
KC.TARG..HHZ_2024-01-22T21_36_53.916_2024-01-22T21_40_53.916.mseed,2024-01-22T21:38:54.180000,2024-01-22T21:39:12.900000,event
KC.TARG..HHZ_2024-01-22T21_19_18.711_2024-01-22T21_23_18.711.mseed,2024-01-22T21:21:19.930000,2024-01-22T21:21:26.150000,event
KC.TARG..HHZ_2024-01-22T21_19_18.711_2024-01-22T21_23_18.711.mseed,2024-01-22T21:21:29.900000,2024-01-22T21:21:35.540000,event
KC.TARG..HHZ_2024-01-22T21_19_18.711_2024-01-22T21_23_18.711.mseed,2024-01-22T21:22:39.750000,2024-01-22T21:22:48.070000,event
KC.TARG..HHZ_2024-01-22T21_19_18.711_2024-01-22T21_23_18.711.mseed,2024-01-22T21:23:18.530000,2024-01-22T21:23:18.710000,event
KC.TARG..HHZ_2024-01-22T20_46_50.573_2024-01-22T20_50_50.573.mseed,2024-01-22T20:48:49.780000,2024-01-22T20:48:56.670000,event
KC.TARG..HHZ_2024-01-22T20_46_50.573_2024-01-22T20_50_50.573.mseed,2024-01-22T20:49:03.060000,2024-01-22T20:49:07.270000,event
KC.TARG..HHZ_2024-01-23T04_29_18.679_2024-01-23T04_33_18.679.mseed,2024-01-23T04:31:16.860000,2024-01-23T04:31:21.950000,event
KC.TARG..HHZ_2024-01-23T11_29_51.312_2024-01-23T11_33_51.312.mseed,2024-01-23T11:31:50.090000,2024-01-23T11:31:55.580000,event
KC.TARG..HHZ_2024-01-22T21_23_59.164_2024-01-22T21_27_59.164.mseed,2024-01-22T21:25:00.980000,2024-01-22T21:25:10.030000,event
KC.TARG..HHZ_2024-01-22T21_23_59.164_2024-01-22T21_27_59.164.mseed,2024-01-22T21:25:43.070000,2024-01-22T21:25:50.150000,event
KC.TARG..HHZ_2024-01-22T21_23_59.164_2024-01-22T21_27_59.164.mseed,2024-01-22T21:25:57.540000,2024-01-22T21:26:14.200000,event
KC.TARG..HHZ_2024-01-24T14_59_36.470_2024-01-24T15_03_36.470.mseed,2024-01-24T15:01:36.090000,2024-01-24T15:01:43.610000,event
KC.TARG..HHZ_2024-01-24T14_59_36.470_2024-01-24T15_03_36.470.mseed,2024-01-24T15:01:47.590000,2024-01-24T15:01:54.430000,event
KC.TARG..HHZ_2024-01-23T04_24_04.857_2024-01-23T04_28_04.857.mseed,2024-01-23T04:26:03.120000,2024-01-23T04:26:08.490000,event
KC.TARG..HHZ_2024-01-23T04_24_04.857_2024-01-23T04_28_04.857.mseed,2024-01-23T04:26:18.570000,2024-01-23T04:26:27.040000,event
KC.TARG..HHZ_2024-01-22T20_55_29.740_2024-01-22T20_59_29.740.mseed,2024-01-22T20:55:57.920000,2024-01-22T20:56:04.710000,event
KC.TARG..HHZ_2024-01-22T20_55_29.740_2024-01-22T20_59_29.740.mseed,2024-01-22T20:57:28.540000,2024-01-22T20:57:36.070000,event
KC.TARG..HHZ_2024-01-22T20_55_29.740_2024-01-22T20_59_29.740.mseed,2024-01-22T20:57:40.790000,2024-01-22T20:57:45.800000,event
KC.TARG..HHZ_2024-01-23T01_38_39.465_2024-01-23T01_42_39.465.mseed,2024-01-23T01:40:38.280000,2024-01-23T01:40:44.760000,event
KC.TARG..HHZ_2024-01-23T01_38_39.465_2024-01-23T01_42_39.465.mseed,2024-01-23T01:40:50.820000,2024-01-23T01:40:55.890000,event
KC.TARG..HHZ_2024-01-24T20_33_26.077_2024-01-24T20_37_26.077.mseed,2024-01-24T20:35:23.910000,2024-01-24T20:35:43.830000,event
KC.TARG..HHZ_2024-01-22T21_10_57.199_2024-01-22T21_14_57.199.mseed,2024-01-22T21:12:30.520000,2024-01-22T21:12:32.120000,event
KC.TARG..HHZ_2024-01-22T21_10_57.199_2024-01-22T21_14_57.199.mseed,2024-01-22T21:12:45.370000,2024-01-22T21:13:04.870000,event
KC.TARG..HHZ_2024-01-22T23_17_42.719_2024-01-22T23_21_42.719.mseed,2024-01-22T23:19:41.570000,2024-01-22T23:20:00.210000,event
KC.TARG..HHZ_2024-01-22T23_17_42.719_2024-01-22T23_21_42.719.mseed,2024-01-22T23:21:20.200000,2024-01-22T23:21:22.650000,event
KC.TARG..HHZ_2024-01-23T01_16_57.640_2024-01-23T01_20_57.640.mseed,2024-01-23T01:18:57.490000,2024-01-23T01:19:07.500000,event
KC.TARG..HHZ_2024-01-23T01_16_57.640_2024-01-23T01_20_57.640.mseed,2024-01-23T01:19:10.240000,2024-01-23T01:19:24.090000,event
KC.TARG..HHZ_2024-01-23T09_45_36.396_2024-01-23T09_49_36.396.mseed,2024-01-23T09:47:35.320000,2024-01-23T09:47:41.040000,event
KC.TARG..HHZ_2024-01-23T09_45_36.396_2024-01-23T09_49_36.396.mseed,2024-01-23T09:47:47.950000,2024-01-23T09:47:51.580000,event
KC.TARG..HHZ_2024-01-24T18_43_34.143_2024-01-24T18_47_34.143.mseed,2024-01-24T18:45:32.140000,2024-01-24T18:45:47.770000,event
KC.TARG..HHZ_2024-01-22T20_07_02.809_2024-01-22T20_11_02.809.mseed,2024-01-22T20:07:36.900000,2024-01-22T20:07:42.990000,event
KC.TARG..HHZ_2024-01-22T20_07_02.809_2024-01-22T20_11_02.809.mseed,2024-01-22T20:07:48.470000,2024-01-22T20:07:52.650000,event
KC.TARG..HHZ_2024-01-22T20_07_02.809_2024-01-22T20_11_02.809.mseed,2024-01-22T20:08:35.140000,2024-01-22T20:08:39.510000,event
KC.TARG..HHZ_2024-01-22T20_07_02.809_2024-01-22T20_11_02.809.mseed,2024-01-22T20:09:03.410000,2024-01-22T20:09:19.400000,event
KC.TARG..HHZ_2024-01-22T20_27_47.167_2024-01-22T20_31_47.167.mseed,2024-01-22T20:28:35.720000,2024-01-22T20:28:43.920000,event
KC.TARG..HHZ_2024-01-22T20_27_47.167_2024-01-22T20_31_47.167.mseed,2024-01-22T20:29:14.050000,2024-01-22T20:29:23.100000,event
KC.TARG..HHZ_2024-01-22T20_27_47.167_2024-01-22T20_31_47.167.mseed,2024-01-22T20:29:45.210000,2024-01-22T20:30:12.940000,event
KC.TARG..HHZ_2024-01-22T20_27_47.167_2024-01-22T20_31_47.167.mseed,2024-01-22T20:31:17.760000,2024-01-22T20:31:23.680000,event
KC.TARG..HHZ_2024-01-23T13_34_38.402_2024-01-23T13_38_38.402.mseed,2024-01-23T13:36:38.080000,2024-01-23T13:36:45.190000,event
KC.TARG..HHZ_2024-01-23T13_34_38.402_2024-01-23T13_38_38.402.mseed,2024-01-23T13:38:02.030000,2024-01-23T13:38:05.990000,event
KC.TARG..HHZ_2024-01-22T22_54_56.779_2024-01-22T22_58_56.779.mseed,2024-01-22T22:56:55.600000,2024-01-22T22:57:00.660000,event
KC.TARG..HHZ_2024-01-22T22_54_56.779_2024-01-22T22_58_56.779.mseed,2024-01-22T22:57:07.430000,2024-01-22T22:57:11.550000,event
KC.TARG..HHZ_2023-02-26T21_40_42.786_2023-02-26T21_44_42.786.mseed,2023-02-26T21:42:44.220000,2023-02-26T21:43:02.860000,event
KC.TARG..HHZ_2023-02-26T21_40_42.786_2023-02-26T21_44_42.786.mseed,2023-02-26T21:43:06.160000,2023-02-26T21:43:14.230000,event
KC.TARG..HHZ_2024-01-23T02_09_38.611_2024-01-23T02_13_38.611.mseed,2024-01-23T02:11:38.460000,2024-01-23T02:11:41.710000,event
KC.TARG..HHZ_2024-01-23T02_09_38.611_2024-01-23T02_13_38.611.mseed,2024-01-23T02:11:49.840000,2024-01-23T02:11:56.140000,event
KC.TARG..HHZ_2024-01-23T03_59_38.480_2024-01-23T04_03_38.480.mseed,2024-01-23T04:01:37.820000,2024-01-23T04:01:56.850000,event
KC.TARG..HHZ_2023-09-30T21_28_20.728_2023-09-30T21_32_20.728.mseed,2023-09-30T21:30:18.590000,2023-09-30T21:30:31.670000,event
KC.TARG..HHZ_2024-01-23T19_38_29.223_2024-01-23T19_42_29.223.mseed,2024-01-23T19:39:00.420000,2024-01-23T19:39:06.800000,event
KC.TARG..HHZ_2024-01-23T19_38_29.223_2024-01-23T19_42_29.223.mseed,2024-01-23T19:39:12.420000,2024-01-23T19:39:16.170000,event
KC.TARG..HHZ_2024-01-23T19_38_29.223_2024-01-23T19_42_29.223.mseed,2024-01-23T19:40:28.800000,2024-01-23T19:40:45.490000,event
KC.TARG..HHZ_2024-01-24T09_41_37.703_2024-01-24T09_45_37.703.mseed,2024-01-24T09:43:36.990000,2024-01-24T09:43:58.150000,event
KC.TARG..HHZ_2024-01-23T04_19_39.574_2024-01-23T04_23_39.574.mseed,2024-01-23T04:21:40,2024-01-23T04:21:58.240000,event
KC.TARG..HHZ_2024-01-22T18_15_21.762_2024-01-22T18_19_21.762.mseed,2024-01-22T18:15:46.690000,2024-01-22T18:15:52.240000,event
KC.TARG..HHZ_2024-01-22T18_15_21.762_2024-01-22T18_19_21.762.mseed,2024-01-22T18:16:07.690000,2024-01-22T18:16:10.230000,event
KC.TARG..HHZ_2024-01-22T18_15_21.762_2024-01-22T18_19_21.762.mseed,2024-01-22T18:16:31.750000,2024-01-22T18:16:34.220000,event
