mean,std,var,max,min,skewness,kurtosis,rms,abs_max,p25,p50,p75,energy,zcr,pga,pgv,rise_time,duration,spectral_centroid,bandwidth,spectral_entropy,spectral_flatness,roll_off,dominant_freq,filename,label
1303.1791,2394.9036,5735562.5,25027.0,-22833.0,-0.6995696425437927,18.466078,2726.5066,25027.0,1142.0,1302.0,1477.0,178412130000.0,0.0200833333333333,25027.0,312762.8,134.3,240.0,2.7861910651413986,2.6815827599989315,-38776960.16226215,0.0023469364,5.46875,0.78125,KC.TARG..HHZ_2024-02-26T17_54_14.826_2024-02-26T17_58_14.826.mseed,0
1439.6478,1496.7644,2240303.5,23261.0,-17588.0,0.8882929086685181,50.916378,2076.7498,23261.0,1306.0,1441.0,1574.0,103509344000.0,0.015,23261.0,345515.28,133.19,240.0,4.764860991309922,2.6926378220982823,-14549891.665887792,0.0022946335,7.8125,4.6875,KC.TARG..HHZ_2024-02-06T01_47_44.849_2024-02-06T01_51_44.849.mseed,0
1347.141,4950.532,24507768.0,53311.0,-54146.0,-0.1670931130647659,17.57975,5130.5513,54146.0,709.0,1356.5,1979.0,631741350000.0,0.029625,54146.0,323549.72,136.93,240.0,3.748683443026257,2.890213728910401,-184323730.52014112,0.0016385245,6.25,0.78125,KC.TARG..HHZ_2024-01-29T21_01_39.708_2024-01-29T21_05_39.708.mseed,0
1387.6548,6566.042,43112908.0,60818.0,-63818.0,0.1278104037046432,15.7429695,6711.0728,63818.0,873.75,1396.0,1887.0,1080923900000.0,0.02425,63818.0,333037.12,132.82,240.0,2.330512618938765,1.854086643269928,-343407573.20224315,0.0003010225,3.90625,0.390625,KC.TARG..HHZ_2024-01-30T01_43_14.513_2024-01-30T01_47_14.513.mseed,0
1404.949,1215.3123,1476983.8,19205.0,-10884.0,0.1947571337223053,25.698347,1857.6505,19205.0,1110.0,1411.0,1679.0,82820770000.0,0.0233333333333333,19205.0,337187.12,129.64,240.0,5.673541750246742,3.718293240177336,-8680928.498831896,0.010854127,9.375,3.125,KC.TARG..HHZ_2024-01-29T01_49_57.366_2024-01-29T01_53_57.366.mseed,0
1305.3774,19837.898,393542200.0,241507.0,-249799.0,-0.1494387835264206,27.34264,19880.8,249799.0,1032.0,1310.0,1518.0,9485909000000.0,0.0227083333333333,249799.0,315266.0,131.29,240.0,2.311777203232599,2.0671907572158346,-3468836553.622949,0.0005553623,4.296875,0.78125,KC.TARG..HHZ_2024-02-11T04_55_28.565_2024-02-11T04_59_28.565.mseed,0
1378.0287,20066.025,402645400.0,175395.0,-145931.0,0.1743338108062744,12.940533,20113.29,175395.0,498.0,1384.0,2240.0,9709065000000.0,0.015375,175395.0,330727.47,144.27,240.0,1.2431245182472943,1.3981468850039505,-3608480567.739815,0.00010604848,2.34375,0.390625,KC.TARG..HHZ_2024-02-03T13_42_54.386_2024-02-03T13_46_54.386.mseed,0
1292.3124,2580.632,6659662.5,35784.0,-31581.0,-0.2163417190313339,29.041142,2886.1274,35784.0,1064.0,1300.0,1513.0,199913570000.0,0.0194583333333333,35784.0,310153.8,132.06,240.0,3.48322730923514,2.547031244185599,-47125121.08378004,0.0018643842,5.46875,1.171875,KC.TARG..HHZ_2024-01-26T15_58_46.044_2024-01-26T16_02_46.044.mseed,0
1412.8555,5886.9087,34655692.0,75375.0,-67882.0,0.1451403945684433,26.748928,6054.0776,75375.0,1176.0,1416.0,1656.0,879644500000.0,0.034,75375.0,339083.28,130.97,240.0,3.761525484808664,2.3848542146515626,-276358084.6854534,0.0016426229,5.859375,3.90625,KC.TARG..HHZ_2024-01-26T02_24_22.830_2024-01-26T02_28_22.830.mseed,0
1245.6414,2047.6576,4192901.8,23196.0,-19996.0,0.0201653242111206,17.96905,2396.7737,23196.0,1078.0,1251.0,1404.0,137868570000.0,0.0147916666666666,23196.0,298953.9,135.23,240.0,2.094596045970883,2.298683951251087,-27754473.78975865,0.0014799795,3.90625,0.78125,KC.TARG..HHZ_2024-02-15T06_27_09.961_2024-02-15T06_31_09.961.mseed,0
1466.6414,13949.883,194599230.0,107617.0,-115479.0,0.4582132399082184,17.228138,14026.77,115479.0,1041.0,1479.0,1828.0,4722006700000.0,0.0185416666666666,115479.0,354029.9,143.21,240.0,1.1233435775990666,1.430388626863826,-1668187256.101473,0.00010962055,2.34375,0.390625,KC.TARG..HHZ_2024-01-25T22_36_25.753_2024-01-25T22_40_25.753.mseed,0
1367.1497,2758.1577,7607434.0,27912.0,-23390.0,0.2437235563993454,15.174896,3078.3977,27912.0,971.0,1356.0,1752.0,227436770000.0,0.0265416666666666,27912.0,328115.6,118.87,240.0,4.719775331686653,2.89296512537581,-53473642.67945106,0.0025854276,7.421875,3.90625,KC.TARG..HHZ_2024-01-29T04_03_37.838_2024-01-29T04_07_37.838.mseed,0
1403.3413,8867.024,78624120.0,81265.0,-120722.0,-0.5510002374649048,22.927855,8977.388,120722.0,1148.0,1398.0,1660.0,1934243800000.0,0.0309166666666666,120722.0,336802.12,131.39,240.0,3.4366294138841784,2.960780110527436,-649386712.3693063,0.0038002331,5.859375,0.78125,KC.TARG..HHZ_2024-02-07T08_53_44.967_2024-02-07T08_57_44.967.mseed,0
1338.2148,46308.418,2144469500.0,635974.0,-464923.0,0.1980504840612411,23.65165,46327.75,635974.0,1030.0,1350.0,1728.0,51510247000000.0,0.0259583333333333,635974.0,324298.84,119.69,240.0,2.9979687357654377,1.9945251064124083,-21293963910.8544,0.0009833013,4.296875,3.90625,KC.TARG..HHZ_2024-01-27T09_01_19.701_2024-01-27T09_05_19.701.mseed,0
1394.14,20643.365,426148540.0,224166.0,-276992.0,-0.2599272131919861,33.03958,20690.389,276992.0,963.0,1392.0,1797.0,10274213000000.0,0.0374166666666666,276992.0,334594.22,134.11,240.0,4.128547894083915,2.838563355741304,-3999112877.3936176,0.0044435207,6.25,3.90625,KC.TARG..HHZ_2024-02-23T04_06_50.707_2024-02-23T04_10_50.707.mseed,0
1440.9055,2587.9043,6697249.0,27534.0,-23186.0,-0.0902507975697517,17.928507,2962.0024,27534.0,1210.75,1438.0,1657.0,210562990000.0,0.0179166666666666,27534.0,345816.97,131.33,240.0,3.368774411724906,2.4060351353954474,-45450853.98805894,0.0015863761,5.46875,2.34375,KC.TARG..HHZ_2024-01-26T01_12_50.107_2024-01-26T01_16_50.107.mseed,0
1460.2961,8103.05,65659416.0,64908.0,-65002.0,0.1277153640985489,16.14248,8233.582,65002.0,1154.0,1466.0,1741.0,1627005000000.0,0.017125,65002.0,350470.72,137.1,240.0,1.2957866461862264,1.717671255779334,-570423045.4475983,0.00020489957,2.34375,0.390625,KC.TARG..HHZ_2024-01-26T00_15_48.471_2024-01-26T00_19_48.471.mseed,0
1342.3043,1111.7773,1236048.9,12217.0,-9824.0,0.2212954759597778,17.350872,1742.937,12217.0,1026.0,1336.0,1654.0,72907910000.0,0.0102916666666666,12217.0,322152.38,121.23,240.0,2.740210310161109,2.1746101433044416,-7328509.217358976,0.0012353823,4.6875,0.390625,KC.TARG..HHZ_2024-01-30T03_43_24.802_2024-01-30T03_47_24.802.mseed,0
1195.8688,4402.5015,19382020.0,44707.0,-43672.0,-0.0282317213714122,20.290247,4562.0303,44707.0,765.0,1191.5,1618.0,499490880000.0,0.025875,44707.0,287009.0,146.48,240.0,3.170135251528769,2.200094891396281,-148901484.211724,0.0029160315,5.078125,1.953125,KC.TARG..HHZ_2024-02-21T07_02_22.083_2024-02-21T07_06_22.083.mseed,0
1374.0419,3800.101,14440769.0,45674.0,-32359.0,0.4451618194580078,20.345215,4040.886,45674.0,652.75,1375.0,2110.0,391890240000.0,0.03375,45674.0,329771.25,136.99,240.0,2.677616023124487,1.915312552858686,-114805550.82728212,0.00047569582,4.296875,1.171875,KC.TARG..HHZ_2024-01-25T08_58_18.033_2024-01-25T09_02_18.033.mseed,0
1411.6688,4342.4263,18856664.0,32358.0,-31455.0,-0.1761607974767685,14.256027,4566.122,32358.0,782.0,1478.0,1907.0,500387350000.0,0.0209583333333333,32358.0,338800.56,135.18,240.0,2.530537352010842,2.026546871748839,-134185354.03027646,0.00034008056,4.6875,0.390625,KC.TARG..HHZ_2024-01-29T23_15_23.084_2024-01-29T23_19_23.084.mseed,0
1399.5437,2525.761,6379469.0,22640.0,-26178.0,-0.4211938679218292,17.380356,2887.5928,26178.0,933.0,1378.0,1867.0,200116600000.0,0.0204583333333333,26178.0,335891.03,134.27,240.0,3.450182970452426,2.2612242422642392,-44748598.07444857,0.00112247,5.46875,1.953125,KC.TARG..HHZ_2024-01-29T23_29_09.137_2024-01-29T23_33_09.137.mseed,0
1174.5978,9107.56,82947650.0,151100.0,-124281.0,0.4972856044769287,38.012375,9182.991,151100.0,969.75,1177.0,1357.0,2023855600000.0,0.040625,151100.0,281977.72,132.18,240.0,5.210805316735844,3.728097067071002,-698413026.180548,0.0086237015,8.984375,3.90625,KC.TARG..HHZ_2024-02-12T15_51_07.215_2024-02-12T15_55_07.215.mseed,0
1299.5739,27824.143,774182900.0,266042.0,-465571.0,-0.4850572943687439,33.335114,27854.477,465571.0,1091.0,1305.0,1541.0,18620925000000.0,0.0342916666666666,465571.0,312481.03,132.55,240.0,3.2988626545069937,2.9448461376063104,-7497322087.432663,0.0026653174,5.859375,0.78125,KC.TARG..HHZ_2024-02-15T03_50_56.699_2024-02-15T03_54_56.699.mseed,0
1377.3766,5183.252,26866100.0,58165.0,-59459.0,-0.2836835980415344,21.813398,5363.1396,59459.0,980.0,1391.0,1776.0,690318400000.0,0.0206666666666666,59459.0,330569.47,132.74,240.0,2.6277844973210973,1.7884656319671266,-208943808.42533252,0.00048350982,3.90625,1.171875,KC.TARG..HHZ_2024-02-03T13_24_43.265_2024-02-03T13_28_43.265.mseed,0
1334.6223,2732.3809,7465905.5,35327.0,-24527.0,0.4323479831218719,23.034575,3040.9082,35327.0,1067.0,1339.0,1598.0,221930930000.0,0.026375,35327.0,320310.4,152.17,240.0,3.19973370552708,2.1861436004755666,-57268633.61026302,0.002114928,5.078125,2.734375,KC.TARG..HHZ_2024-01-27T05_27_59.890_2024-01-27T05_31_59.890.mseed,0
1451.447,3048.8364,9295404.0,32235.0,-30308.0,0.3485513925552368,17.596573,3376.6997,32235.0,1166.0,1452.0,1735.0,273650430000.0,0.021,32235.0,348347.16,132.57,240.0,3.150047251436767,2.8567523115355478,-62784046.50479031,0.0029176264,5.46875,0.78125,KC.TARG..HHZ_2024-01-27T00_35_37.174_2024-01-27T00_39_37.174.mseed,0
1373.2632,5768.071,33270642.0,86078.0,-68945.0,0.0278303325176239,35.866467,5929.2915,86078.0,1167.0,1374.0,1588.0,843755950000.0,0.0222916666666666,86078.0,329584.28,130.44,240.0,2.9162429128564638,1.989395299358032,-270604947.3884445,0.0006940786,4.6875,1.171875,KC.TARG..HHZ_2024-01-26T08_16_15.375_2024-01-26T08_20_15.375.mseed,0
1363.2732,10307.921,106253230.0,82639.0,-80958.0,-0.1751311421394348,16.345089,10397.68,82639.0,1121.0,1367.0,1635.25,2594682000000.0,0.0204166666666666,82639.0,327699.1,140.7,240.0,1.874455843085904,2.0477520883243017,-801693786.4727607,0.00064631266,3.515625,0.390625,KC.TARG..HHZ_2024-01-26T11_39_02.201_2024-01-26T11_43_02.201.mseed,0
1300.6244,12765.896,162968110.0,192065.0,-137641.0,0.5475743412971497,41.663532,12831.981,192065.0,811.0,1342.0,1705.25,3951834200000.0,0.036625,192065.0,312176.8,131.89,240.0,3.842038198929472,2.4608750394819823,-1438009508.7061126,0.002643829,5.859375,2.34375,KC.TARG..HHZ_2024-02-21T18_24_59.426_2024-02-21T18_28_59.426.mseed,0
1419.364,8373.048,70107930.0,68520.0,-80369.0,-0.0731407925486564,15.349829,8492.497,80369.0,1112.0,1429.0,1722.0,1730940400000.0,0.0217916666666666,80369.0,340757.16,141.49,240.0,1.886037797436435,1.67828830144398,-536440630.8482652,0.00021211705,3.515625,1.171875,KC.TARG..HHZ_2024-01-26T01_53_30.094_2024-01-26T01_57_30.094.mseed,0
1308.9609,4294.9053,18446210.0,47201.0,-63795.0,-0.8449695706367493,41.963078,4489.943,63795.0,1132.0,1305.0,1486.0,483830070000.0,0.0221666666666666,63795.0,314151.25,132.6,240.0,3.6204025326855303,2.596829277488712,-140244149.2161922,0.0026706343,5.46875,2.734375,KC.TARG..HHZ_2024-02-26T14_18_41.521_2024-02-26T14_22_41.521.mseed,0
1436.1094,16442.422,270353250.0,155669.0,-128266.0,-0.3997349143028259,14.946602,16505.018,155669.0,711.0,1415.0,2289.0,6537974600000.0,0.0204166666666666,155669.0,344665.84,134.27,240.0,1.905349808035124,1.524496937969288,-2334775567.430643,0.00011923163,3.125,1.171875,KC.TARG..HHZ_2024-02-04T01_17_15.333_2024-02-04T01_21_15.333.mseed,0
1268.6942,12539.5205,157239580.0,174890.0,-205565.0,-0.8026789426803589,42.965603,12603.539,205565.0,723.0,1277.0,1905.0,3812380600000.0,0.0359166666666666,205565.0,304537.47,131.54,240.0,3.9057246790775504,3.372878037435878,-1382168064.341627,0.0063499347,7.03125,1.5625,KC.TARG..HHZ_2024-01-31T19_19_42.729_2024-01-31T19_23_42.729.mseed,0
1408.3796,23517.895,553091400.0,191088.0,-177675.0,0.2598696053028106,14.307045,23560.03,191088.0,230.0,1425.0,2437.25,13321798000000.0,0.0149583333333333,191088.0,342035.8,138.92,240.0,1.264547941350781,1.5204466575776634,-4794733013.786077,0.00013864273,2.34375,0.390625,KC.TARG..HHZ_2024-02-03T16_33_03.399_2024-02-03T16_37_03.399.mseed,0
1359.7291,18994.729,360799740.0,471765.0,-413230.0,0.4876072704792022,137.78352,19043.334,471765.0,1054.0,1353.0,1654.0,8703566000000.0,0.038125,471765.0,326334.88,131.01,240.0,4.5432610865341925,2.2280105174492046,-3134398096.9983087,0.0023755196,5.859375,5.46875,KC.TARG..HHZ_2024-02-23T10_31_21.930_2024-02-23T10_35_21.930.mseed,1
1336.09,233740.89,54634803000.0,1960743.0,-1866024.0,0.1655260771512985,17.0279,233744.69,1960743.0,45.25,1405.0,1923.75,1311278000000000.0,0.0137083333333333,1960743.0,1370905.5,134.26,240.0,1.4628361798368616,1.7484081646749403,-447217423323.0452,0.00038861547,3.125,0.390625,KC.TARG..HHZ_2024-02-25T04_13_13.963_2024-02-25T04_17_13.963.mseed,1
1471.713,81545.41,6649653000.0,895667.0,-913224.0,0.1583128273487091,24.180431,81558.69,913224.0,1049.75,1467.0,2894.75,159643670000000.0,0.0205,913224.0,404120.16,130.14,240.0,1.9456577429758704,1.612084130601612,-60562422511.58637,0.00010875435,3.515625,1.171875,KC.TARG..HHZ_2024-02-23T22_57_13.177_2024-02-23T23_01_13.177.mseed,1
1432.3318,106212.266,11281046000.0,1026064.0,-1108124.0,0.2178359031677246,22.613419,106221.93,1108124.0,1096.0,1401.5,1769.0,270794330000000.0,0.022625,1108124.0,373660.0,135.59,240.0,2.02590672290096,2.1984031226988847,-135188469543.87628,0.0010500161,3.515625,0.390625,KC.TARG..HHZ_2024-01-25T19_59_45.131_2024-01-25T20_03_45.131.mseed,1
1425.8945,1989.9832,3960033.0,21467.0,-27463.0,-0.5895581841468811,36.507847,2448.1028,27463.0,1227.0,1422.0,1614.0,143836970000.0,0.0175416666666666,27463.0,342214.88,128.13,240.0,3.5946181524743763,2.3785522089248423,-28063888.20226775,0.0014090266,5.46875,2.734375,KC.TARG..HHZ_2024-02-28T01_16_06.231_2024-02-28T01_20_06.231.mseed,0
-2163.6714,337337.22,113796390000.0,1780855.0,-1689261.0,-0.0424466617405414,3.2519789,337344.12,1780855.0,-179829.0,-9437.0,173610.0,2731225500000000.0,0.0159166666666666,1780855.0,1434397.1,137.96,240.0,0.9860312122266798,1.4253429176812014,-684507276106.0497,0.00026452422,1.5625,0.390625,KC.TARG..HHZ_2024-01-22T18_12_30.954_2024-01-22T18_16_30.954.mseed,1
1388.1646,3038.2007,9230664.0,35044.0,-37848.0,0.155624434351921,24.027916,3340.309,37848.0,802.0,1372.0,1922.0,267783960000.0,0.0361666666666666,37848.0,333160.28,133.04,240.0,4.35028337139086,3.61463775892664,-66307902.68998587,0.010472388,7.03125,3.90625,KC.TARG..HHZ_2024-01-23T00_20_45.455_2024-01-23T00_24_45.455.mseed,0
1349.1774,1595.5604,2545813.0,14362.0,-16030.0,-0.2142907381057739,14.783873,2089.5195,16030.0,1131.0,1348.0,1565.0,104786200000.0,0.0169166666666666,16030.0,323803.53,130.4,240.0,3.686369474482704,2.790477597401165,-16246302.826244684,0.0030978667,5.859375,1.171875,KC.TARG..HHZ_2024-01-24T04_56_43.913_2024-01-24T05_00_43.913.mseed,0
1296.1315,8120.1455,65936760.0,113000.0,-125710.0,-0.4748654961585998,47.405075,8222.938,125710.0,986.0,1304.0,1617.0,1622801300000.0,0.0330833333333333,125710.0,311071.38,133.45,240.0,4.220592187488601,2.604946837559062,-564555309.4884064,0.00420584,5.859375,3.90625,KC.TARG..HHZ_2024-01-23T11_05_21.964_2024-01-23T11_09_21.964.mseed,0
1462.0566,2915.5935,8500685.0,44814.0,-36589.0,0.0458088479936122,33.192627,3261.64,44814.0,1228.0,1471.0,1704.0,255319050000.0,0.0156666666666666,44814.0,350892.8,130.69,240.0,3.3738471347164523,2.4990791689782434,-64277002.89822809,0.0015131381,4.6875,2.734375,KC.TARG..HHZ_2024-01-24T21_48_26.965_2024-01-24T21_52_26.965.mseed,0
1260.9266,18693.57,349449540.0,369290.0,-337725.0,1.1280674934387207,98.58669,18736.049,369290.0,1030.0,1261.0,1459.0,8424948500000.0,0.053125,369290.0,302724.88,124.74,240.0,4.1598179817257765,3.841129199307585,-3192628861.573916,0.0127952425,6.640625,1.5625,KC.TARG..HHZ_2023-04-11T17_06_38.894_2023-04-11T17_10_38.894.mseed,0
1366.6678,3378.0127,11410969.0,31973.0,-39985.0,0.1262012273073196,18.848124,3644.002,39985.0,996.0,1358.0,1727.0,318690000000.0,0.02225,39985.0,328000.25,132.86,240.0,3.841231629818503,2.5974033827788574,-82721928.86276723,0.0012927455,6.25,1.953125,KC.TARG..HHZ_2024-01-23T01_56_48.130_2024-01-23T02_00_48.130.mseed,0
1398.7441,4918.498,24191624.0,53677.0,-66492.0,-0.1872212439775467,35.350704,5113.5215,66492.0,1147.75,1402.0,1650.0,627554500000.0,0.02925,66492.0,335698.75,130.55,240.0,3.135118299338667,3.0248019601041567,-196532214.9354553,0.006086884,4.6875,2.34375,KC.TARG..HHZ_2024-01-23T19_18_35.551_2024-01-23T19_22_35.551.mseed,0
1255.8892,2784.6982,7754544.5,36374.0,-30854.0,0.068511888384819,20.053007,3054.7996,36374.0,958.0,1251.0,1540.0,223963230000.0,0.02775,36374.0,301411.9,131.67,240.0,3.967360516254473,2.982150378395855,-55186900.58062588,0.0037641227,6.25,2.734375,KC.TARG..HHZ_2024-01-23T13_45_33.096_2024-01-23T13_49_33.096.mseed,0
1272.8163,7566.6045,57253500.0,116483.0,-111043.0,0.4894255995750427,45.615307,7672.9106,116483.0,-195.0,1272.5,2727.0,1412965500000.0,0.052375,116483.0,305475.25,119.54,240.0,4.188909420821722,2.203668235991651,-448172163.60969406,0.0009000913,5.859375,3.125,KC.TARG..HHZ_2024-01-24T15_02_32.405_2024-01-24T15_06_32.405.mseed,0
1428.734,5730.8364,32842488.0,57651.0,-81324.0,-0.6669934391975403,29.119781,5906.248,81324.0,843.75,1432.0,2089.0,837210500000.0,0.0389166666666666,81324.0,342895.44,129.57,240.0,3.280633431984204,3.075076485470693,-274480889.59211767,0.002384678,6.640625,0.78125,KC.TARG..HHZ_2024-01-22T22_18_19.987_2024-01-22T22_22_19.987.mseed,0
1286.674,2503.699,6268509.0,34290.0,-26235.0,-0.1119277104735374,25.368721,2814.967,34290.0,1009.0,1295.0,1548.0,190176950000.0,0.020875,34290.0,308802.2,130.66,240.0,3.693228844698081,3.041453346357666,-41844456.34516432,0.004016623,6.25,1.171875,KC.TARG..HHZ_2024-01-24T16_18_30.224_2024-01-24T16_22_30.224.mseed,0
1450.1034,6919.6743,47881892.0,106590.0,-86011.0,0.4778627753257751,48.17471,7069.985,106590.0,686.0,1492.5,2337.25,1199632500000.0,0.0434583333333333,106590.0,348024.56,134.92,240.0,3.6533652270999633,2.6209881335397767,-398448301.8855006,0.003669068,5.46875,2.34375,KC.TARG..HHZ_2024-01-22T21_36_53.916_2024-01-22T21_40_53.916.mseed,0
1358.1615,2735.1528,7481060.5,40361.0,-35827.0,0.0455981940031051,29.793205,3053.795,40361.0,322.75,1423.0,2414.0,223815930000.0,0.0471666666666666,40361.0,325960.38,131.25,240.0,4.348495769967925,2.872897749918106,-44125686.78732089,0.005859079,6.25,2.734375,KC.TARG..HHZ_2024-01-22T21_19_18.711_2024-01-22T21_23_18.711.mseed,0
1466.6934,3956.8882,15656964.0,43263.0,-38613.0,-0.2170843034982681,17.600433,4219.9707,43263.0,219.75,1523.0,2651.0,427395680000.0,0.0614583333333333,43263.0,353336.03,134.13,240.0,4.079705016394642,2.410240069167519,-113220712.69791576,0.0022667854,5.859375,2.734375,KC.TARG..HHZ_2024-01-22T20_46_50.573_2024-01-22T20_50_50.573.mseed,0
1345.6292,1872.9551,3507960.5,15431.0,-13062.0,0.1731663644313812,13.7980175,2306.2258,15431.0,883.0,1348.0,1794.0,127648270000.0,0.0215833333333333,15431.0,322950.75,131.24,240.0,2.5460338857854463,2.663981721547124,-21194972.856885277,0.003559254,4.6875,0.390625,KC.TARG..HHZ_2024-01-23T04_29_18.679_2024-01-23T04_33_18.679.mseed,0
